text_id,code_id,code_name,text,original_code,replicated_code,model_code,reason,new_model_code
2,6,PLCE,Join me live for the commissioning ceremony of the USS Gerald R. Ford!??https://t.co/F78iOR64TW #USA https://t.co/PrVceEmPOB,No,No,No,"The tweet does not reference the police or individual police officers, so the ""Police"" code is not applicable.",No
2,7,MAGA,Join me live for the commissioning ceremony of the USS Gerald R. Ford!??https://t.co/F78iOR64TW #USA https://t.co/PrVceEmPOB,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It is a general tweet about a commissioning ceremony for a naval ship and includes the hashtag #USA. Therefore, the most applicable code is ""No"".",No
2,8,CAPT,Join me live for the commissioning ceremony of the USS Gerald R. Ford!??https://t.co/F78iOR64TW #USA https://t.co/PrVceEmPOB,No,No,No,"This tweet does not contain any words in all capital letters, and any capitalization used is for proper nouns or at the beginning of sentences. The hashtags and links are excluded from this decision, so they do not affect the coding decision. Therefore, the most applicable code is ""No.""",Yes
2,9,INDV,Join me live for the commissioning ceremony of the USS Gerald R. Ford!??https://t.co/F78iOR64TW #USA https://t.co/PrVceEmPOB,Yes,No,No,"Reasoning: The tweet does not reference any individual person, but rather promotes an event for the commissioning ceremony of a ship. Therefore, the code for referencing an individual person does not apply.",Yes
2,10,MARG,Join me live for the commissioning ceremony of the USS Gerald R. Ford!??https://t.co/F78iOR64TW #USA https://t.co/PrVceEmPOB,No,No,No,The tweet does not reference any marginalized group or groups. It is simply an invitation to join a live event.,No
2,11,INTN,Join me live for the commissioning ceremony of the USS Gerald R. Ford!??https://t.co/F78iOR64TW #USA https://t.co/PrVceEmPOB,No,No,No,"The tweet does not reference any international topics outside of the USA, other countries, or international leaders. It only mentions the commissioning ceremony of a US Navy ship. Therefore, the code ""No"" is the most applicable.",No
2,12,PRTY,Join me live for the commissioning ceremony of the USS Gerald R. Ford!??https://t.co/F78iOR64TW #USA https://t.co/PrVceEmPOB,No,No,No,The tweet does not reference any US political parties or ideologies. It is simply an invitation to join a live event.,No
2,13,IMMG,Join me live for the commissioning ceremony of the USS Gerald R. Ford!??https://t.co/F78iOR64TW #USA https://t.co/PrVceEmPOB,No,No,No,"The tweet does not reference immigration in any way, so the code ""No"" is the most applicable.",No
3,1,HSTG,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,There are no hashtags used in this tweet.,No
3,2,ATSN,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,There are no at signs (@) present in this tweet.,No
3,3,CRIT,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",Yes,Yes,Yes,"In this tweet, Donald Trump is criticizing North Korea and China for their behavior towards the United States. He suggests that North Korea has been ""playing"" the US for years and that China has done little to help. Therefore, the code ""Yes"" is applicable as he is criticizing another entity.",Yes
3,4,MEDI,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,"The tweet does not mention the news media or any individual journalists, nor does it make any derogatory or condescending statements about them. Therefore, the code for this tweet is ""No"".",No
3,5,FAMY,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,"There is no reference to any member of Donald Trump's immediate family in this tweet. The tweet is focused on North Korea's behavior and China's lack of assistance. Therefore, the code is ""No"".",No
3,6,PLCE,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,"The tweet does not reference the police or individual police officers in any way. It is focused on North Korea's behavior and China's lack of assistance. Therefore, the ""Police"" code is not applicable.",No
3,7,MAGA,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It is focused on North Korea's behavior and China's lack of assistance. Therefore, the code is ""No"".",No
3,8,CAPT,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,Yes,"There are no words in all caps in this tweet. While ""United States"" is capitalized, it is not in all caps and is not used for emphasis. Therefore, the code for words in all caps is not applicable to this tweet.",Yes
3,9,INDV,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,Reasoning: The tweet does not reference any individual person by name or with an ampersand. It only mentions countries (North Korea and China) and does not include any personal references.,No
3,10,MARG,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,Reasoning: The tweet does not explicitly reference any marginalized group or groups. It is focused on North Korea and China's actions towards the United States.,No
3,11,INTN,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",Yes,Yes,Yes,"The tweet references North Korea and China, both of which are outside of the 50 U.S. states. This tweet also references international relations and potential conflicts, which falls under the category of international topics. Therefore, the code ""Yes"" is most applicable.",Yes
3,12,PRTY,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,"This tweet does not reference any US political parties or ideologies. It is focused on North Korea's behavior and China's lack of assistance. Therefore, the code for this tweet is ""No"".",No
3,13,IMMG,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",No,No,No,"The tweet does not reference immigration in the US, the wall, the southern border, ICE, separation of families, or the travel ban. It is focused on North Korea's behavior and China's lack of help. Therefore, the most applicable code is ""No"".",No
4,1,HSTG,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"There are no hashtags used in this tweet, only a hyperlink. The codebook specifically states to exclude hyperlinks from the decision of whether hashtags are used. Therefore, the most applicable code is ""No.""",No
4,2,ATSN,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not contain any at signs (@) or ampersands that are present in retweets. It also does not contain any hyperlinks. Therefore, the code ""No"" is most applicable.",No
4,3,CRIT,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not criticize another person or idea, it simply states that America is open for business. Therefore, the code 'No' is most applicable.",No
4,4,MEDI,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not contain any statements about the news media or individual journalists, and does not reference social media in any way. Therefore, the code for this tweet is ""No"".",No
4,5,FAMY,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not reference any members of Donald Trump's immediate family, so the code ""No"" is most applicable.",No
4,6,PLCE,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not reference the police or individual police officers in any way. It is a general statement about America being open for business. Therefore, the ""police"" code is not applicable.",No
4,7,MAGA,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It simply states that America is open for business. Therefore, the code for this tweet is ""No"".",Yes
4,8,CAPT,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,Yes,Yes,Yes,"The tweet contains the word ""AMERICA"" in all capital letters, which is a full word in caps and not an acronym. Therefore, the ""Yes"" code is applicable. The link and hashtag are excluded from this decision as per the codebook instructions.",Yes
4,9,INDV,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not reference any individual person, so it does not meet the criteria for a ""Yes"" code in the individual person category.",No
4,10,MARG,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,The tweet does not reference any marginalized group or groups. It is a general statement about America being open for business.,No
4,11,INTN,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not reference any international topics outside of the USA, other countries, or international leaders. It simply states that America is open for business.",No
4,12,PRTY,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not reference any US political parties or ideologies. It is a general statement about America being open for business. Therefore, the most applicable code is ""No"".",No
4,13,IMMG,AMERICA IS OPEN FOR BUSINESS! https://t.co/ZjdlHwJlxm,No,No,No,"The tweet does not reference immigration in any way, so the code ""No"" is the most applicable.",No
5,1,HSTG,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,There are no hashtags used in this tweet.,No
5,2,ATSN,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,There are no at signs (@) present in this tweet.,No
5,3,CRIT,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,Yes,No,Yes,"In this tweet, Donald Trump is criticizing the idea that foreign actors are manipulating the United States into fighting their battles. He is also criticizing the idea that America should always be looked to for protection. Therefore, the code ""Yes"" is applicable as he is criticizing an idea.",No
5,4,MEDI,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,"This tweet does not make any derogatory or condescending statements about the news media. It is a quote from Brad Blakeman discussing foreign actors and their involvement in American conflicts. Therefore, the code is ""No"".",No
5,5,FAMY,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,There is no reference to any member of Donald Trump's immediate family in this tweet. The tweet is about foreign actors and their involvement in American battles.,No
5,6,PLCE,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,"The tweet does not reference the police or individual police officers. It discusses foreign actors and the idea of standing up to protect oneself, but does not mention law enforcement.",No
5,7,MAGA,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It also does not make a general reference to America and greatness. Therefore, the most applicable code is ""No"".",No
5,8,CAPT,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,"The tweet does not contain any words in all capital letters, so it does not meet the criteria for a ""Yes"" code.",Yes
5,9,INDV,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,Yes,Yes,Yes,"The tweet references Brad Blakeman, an individual person, and his quote. Therefore, it should be coded as a ""Yes"" for referencing an individual person.",Yes
5,10,MARG,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,The tweet does not explicitly reference any marginalized group or groups.,No
5,11,INTN,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,Yes,Yes,"The tweet references foreign actors and their desire for the US to fight their battles, as well as the President's statement about standing up to protect oneself in their own neighborhood. This suggests a discussion of international relations and potentially involvement in conflicts outside of the US. Therefore, the code ""Yes"" for referencing international topics outside of the USA is most applicable.",Yes
5,12,PRTY,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,The tweet does not reference any US political parties or use any specific political terminology.,No
5,13,IMMG,Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”,No,No,No,"The tweet does not reference immigration in the US or any related topics such as the wall, the southern border, ICE, separation of families, or the travel ban. It is discussing foreign actors and their involvement in battles, as well as the idea of standing up to protect oneself instead of relying on America. Therefore, the most applicable code is ""No"".",No
6,1,HSTG,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,Yes,"The tweet includes a hashtag (#Lowest) which is not a hyperlink, indicating the use of a hashtag. Therefore, the code ""Yes"" is applicable.",No
6,2,ATSN,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"There are no at signs (@) present in this tweet. The only mention of another user is through a hyperlink, which is excluded from the decision. Therefore, the code for at signs is not applicable.",No
6,3,CRIT,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"The tweet does not criticize another person or idea, it simply acknowledges a statement made by someone else and highlights a positive statistic. Therefore, the code 'No' is most applicable.",No
6,4,MEDI,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"This tweet does not contain any statements about the news media, derogatory or otherwise. It simply mentions the low black unemployment rate and agrees with a statement made by someone named Wayne. Therefore, the code is ""No"".",No
6,5,FAMY,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"The tweet does not reference any members of Donald Trump's immediate family, so the code ""No"" is most applicable.",Yes
6,6,PLCE,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"The tweet does not reference the police or individual police officers. It is focused on the topics of unemployment and a specific individual named Wayne. Therefore, the ""police"" code is not applicable.",No
6,7,MAGA,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It only mentions the low black unemployment rate. Therefore, the code for this tweet is ""No"".",Yes
6,8,CAPT,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"This tweet does not contain any words in all capital letters, and the use of capitalization is only for proper nouns and the beginning of a sentence. Therefore, the ""No"" code is the most applicable.",Yes
6,9,INDV,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,Yes,Yes,Yes,"Reasoning: The tweet references two individuals, Wayne and a group of people with the lowest black unemployment in history. Both of these references count as ""Yes"" according to the codebook.",Yes
6,10,MARG,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,Yes,Yes,No,"Reasoning: The tweet does not explicitly reference any marginalized group. It only mentions the low black unemployment rate, but does not make any derogatory or discriminatory comments towards any group.",Yes
6,11,INTN,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"The tweet does not reference any international topics outside of the USA, other countries, or international leaders. It only mentions the unemployment rate in the USA. Therefore, the code ""No"" is the most applicable.",No
6,12,PRTY,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"This tweet does not reference any US political parties or ideologies. It simply mentions the low black unemployment rate and agrees with a statement made by someone named Wayne. Therefore, it does not meet the criteria for a ""Yes"" code in the codebook.",Yes
6,13,IMMG,So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm,No,No,No,"This tweet does not reference immigration in the US in any way. It is simply a response to a tweet about black unemployment rates. Therefore, the most applicable code is ""No"".",No
7,1,HSTG,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,No,No,No,"There are no hashtags used in this tweet. The only link included is a hyperlink to an article about the new CIA Director. Therefore, the most applicable code is ""No"" for the question ""Are hashtags used in this tweet?""",No
7,2,ATSN,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,No,No,No,"There are no at signs (@) present in this tweet. The tweet only mentions and congratulates Gina Haspel, the new CIA Director, and includes a hyperlink to an article about her appointment. Therefore, the ""Are at signs (@) used in this tweet?"" code is not applicable.",No
7,3,CRIT,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,No,No,No,"The tweet does not criticize another person or idea, it simply congratulates the new CIA Director. Therefore, the code 'No' is most applicable.",No
7,4,MEDI,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,No,No,No,"The tweet does not contain any derogatory or condescending statements about the news media or individual journalists. It is simply a congratulatory message to the new CIA Director. Therefore, the code is ""No"".",No
7,5,FAMY,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,No,No,No,There is no reference to any member of Donald Trump's immediate family in this tweet. The tweet is simply congratulating Gina Haspel on becoming the new CIA Director.,No
7,6,PLCE,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,No,No,No,The tweet does not reference the police in any way. It is simply congratulating the new CIA Director.,No
7,7,MAGA,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It is simply congratulating the new CIA Director. Therefore, the code is ""No"".",Yes
7,8,CAPT,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,No,No,No,"The tweet does not contain any words in all capital letters, and the use of capital letters in ""CIA"" and ""Gina Haspel"" are acronyms, which do not count towards a ""Yes"" code. Additionally, the tweet does not use capital letters for emphasis. Therefore, the most applicable code is ""No.""",Yes
7,9,INDV,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,Yes,Yes,Yes,"The tweet explicitly mentions Gina Haspel, who is an individual person. Therefore, the code ""Yes"" is applicable.",Yes
7,10,MARG,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,No,No,No,"This tweet does not explicitly reference any marginalized group or groups. It is simply congratulating the new CIA Director, Gina Haspel.",No
7,11,INTN,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,No,No,No,"The tweet does not reference any international topics outside of the USA, other countries, or international leaders. It is simply congratulating the new CIA Director, Gina Haspel. Therefore, the code ""No"" is the most applicable.",Yes
7,12,PRTY,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,No,No,No,"This tweet does not reference any US political parties or ideologies, so it does not meet the criteria for a ""Yes"" code.",No
7,13,IMMG,Congratulations to our new CIA Director Gina Haspel! https://t.co/n1xj9LSV9D,No,No,No,"The tweet does not reference immigration in any way, so the code ""No"" is the most applicable.",No
8,1,HSTG,The U.S. Coast Guard FEMA and all Federal and State brave people are ready. Here comes Irma. God bless everyone!,No,No,No,There are no hashtags used in this tweet.,No
8,2,ATSN,The U.S. Coast Guard FEMA and all Federal and State brave people are ready. Here comes Irma. God bless everyone!,No,No,No,There are no at signs (@) used in this tweet.,No
8,3,CRIT,The U.S. Coast Guard FEMA and all Federal and State brave people are ready. Here comes Irma. God bless everyone!,No,No,No,"The tweet does not criticize another person or idea, but rather expresses support and well wishes for those preparing for Hurricane Irma. Therefore, the most applicable code is 'No'.",No
8,4,MEDI,The U.S. Coast Guard FEMA and all Federal and State brave people are ready. Here comes Irma. God bless everyone!,No,No,No,"The tweet does not contain any derogatory or condescending statements about the news media or individual journalists. It is a message of support and gratitude towards the U.S. Coast Guard, FEMA, and other federal and state personnel who are preparing for Hurricane Irma. Therefore, the code is ""No"".",No
8,5,FAMY,The U.S. Coast Guard FEMA and all Federal and State brave people are ready. Here comes Irma. God bless everyone!,No,No,No,"There is no reference to any member of Donald Trump's immediate family in this tweet. The tweet is simply expressing gratitude and support for the U.S. Coast Guard, FEMA, and other federal and state workers in preparation for Hurricane Irma.",No
8,6,PLCE,The U.S. Coast Guard FEMA and all Federal and State brave people are ready. Here comes Irma. God bless everyone!,No,No,No,"The tweet does not reference the police or individual police officers, so the ""Police"" code is not applicable.",No
8,7,MAGA,The U.S. Coast Guard FEMA and all Federal and State brave people are ready. Here comes Irma. God bless everyone!,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It is a general message of support for those affected by Hurricane Irma. Therefore, the code for this tweet is ""No"".",No
8,8,CAPT,The U.S. Coast Guard FEMA and all Federal and State brave people are ready. Here comes Irma. God bless everyone!,No,No,Yes,"The tweet contains three words in all caps: ""U.S."", ""FEMA"", and ""Irma"". These words are not acronyms and are used to designate specific entities. Therefore, the ""Yes"" code is applicable.",Yes
8,9,INDV,The U.S. Coast Guard FEMA and all Federal and State brave people are ready. Here comes Irma. God bless everyone!,No,Yes,No,"This tweet does not reference any individual person by name or title, and therefore does not meet the criteria for a ""Yes"" code. The tweet mentions organizations and groups of people, but not specific individuals.",No
8,10,MARG,The U.S. Coast Guard FEMA and all Federal and State brave people are ready. Here comes Irma. God bless everyone!,No,No,No,The tweet does not reference any marginalized group or groups. It is a general message of support and readiness for Hurricane Irma.,No
8,11,INTN,The U.S. Coast Guard FEMA and all Federal and State brave people are ready. Here comes Irma. God bless everyone!,No,No,No,"The tweet does not reference any international topics outside of the USA, other countries, or international leaders. It only mentions the U.S. Coast Guard, FEMA, and federal and state personnel in preparation for Hurricane Irma.",No
8,12,PRTY,The U.S. Coast Guard FEMA and all Federal and State brave people are ready. Here comes Irma. God bless everyone!,No,No,No,"The tweet does not reference any US political parties or ideologies. It is simply a message of support and gratitude towards those involved in preparing for Hurricane Irma. Therefore, the code is ""No"".",No
8,13,IMMG,The U.S. Coast Guard FEMA and all Federal and State brave people are ready. Here comes Irma. God bless everyone!,No,No,No,The tweet does not reference immigration in any way. It is simply a message of support for those preparing for Hurricane Irma.,No
9,1,HSTG,I would be willing to “shut down” government if the Democrats do not give us the votes for Border Security which includes the Wall! Must get rid of Lottery Catch &amp; Release etc. and finally go to system of Immigration based on MERIT! We need great people coming into our Country!,No,No,Yes,"The tweet includes the hashtag #BorderSecurity, indicating the use of a hashtag.",No
9,2,ATSN,I would be willing to “shut down” government if the Democrats do not give us the votes for Border Security which includes the Wall! Must get rid of Lottery Catch &amp; Release etc. and finally go to system of Immigration based on MERIT! We need great people coming into our Country!,No,No,Yes,"The tweet includes an ampersand symbol in the phrase ""Catch & Release"" which is present in the original tweet. Therefore, the tweet includes an at sign (@) and an ampersand symbol.",No
9,3,CRIT,I would be willing to “shut down” government if the Democrats do not give us the votes for Border Security which includes the Wall! Must get rid of Lottery Catch &amp; Release etc. and finally go to system of Immigration based on MERIT! We need great people coming into our Country!,Yes,Yes,Yes,"In this tweet, Donald Trump is criticizing the Democrats for not giving the votes for Border Security which includes the Wall. He also mentions getting rid of Lottery Catch & Release and implementing a system of Immigration based on MERIT. Therefore, he is criticizing the current system and suggesting that it needs to be changed.",Yes
9,4,MEDI,I would be willing to “shut down” government if the Democrats do not give us the votes for Border Security which includes the Wall! Must get rid of Lottery Catch &amp; Release etc. and finally go to system of Immigration based on MERIT! We need great people coming into our Country!,No,No,No,"The tweet does not mention the news media or any individual journalists, nor does it make any derogatory or condescending statements about them. Therefore, the code for this tweet is ""No"".",No
9,5,FAMY,I would be willing to “shut down” government if the Democrats do not give us the votes for Border Security which includes the Wall! Must get rid of Lottery Catch &amp; Release etc. and finally go to system of Immigration based on MERIT! We need great people coming into our Country!,No,No,No,There is no reference to any member of Donald Trump's immediate family in this tweet.,No
9,6,PLCE,I would be willing to “shut down” government if the Democrats do not give us the votes for Border Security which includes the Wall! Must get rid of Lottery Catch &amp; Release etc. and finally go to system of Immigration based on MERIT! We need great people coming into our Country!,No,No,No,"The tweet does not reference the police or individual police officers. It is focused on border security, immigration, and merit-based systems. Therefore, the ""Police"" code is not applicable.",No
9,7,MAGA,I would be willing to “shut down” government if the Democrats do not give us the votes for Border Security which includes the Wall! Must get rid of Lottery Catch &amp; Release etc. and finally go to system of Immigration based on MERIT! We need great people coming into our Country!,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It primarily focuses on border security and immigration policy. Therefore, the most applicable code is ""No"".",Yes
